time_ns,exp_x_rot,exp_y_rot,exp_z,p1_meas
0.0,0.0,-0.0,-1.0,0.0
0.04005340453938585,-0.06420541014476377,-0.0372111523533705,-0.9972426989827069,0.0
0.0801068090787717,-0.08333285765510626,-0.015140502561691596,-0.9964067841254457,0.0
0.12016021361815754,-0.17351805927753058,-0.012967501216371385,-0.9847452807078245,0.0
0.1602136181575434,-0.1947765608061521,-0.03783431009289506,-0.9801176232789267,0.0
0.20026702269692925,-0.2535103841145338,-0.00027758240501727337,-0.9673322808497928,0.0
0.24032042723631508,-0.3186552924018954,-0.034290013970739636,-0.9472496509294916,0.0
0.28037383177570097,-0.33473118984693095,-0.016616758610300153,-0.9421656952656373,0.0
0.3204272363150868,-0.4185199225317597,-0.010533827367695786,-0.9081439175301823,0.00390625
0.3604806408544726,-0.4405279028693563,-0.035981390582124344,-0.8970127767383425,0.0
0.4005340453938585,-0.4902515308873269,-0.0010909748126845253,-0.8715723655395013,0.00390625
0.44058744993324434,-0.5513226589003025,-0.029524248382036933,-0.8337564009351369,0.0078125
0.48064085447263016,-0.5639423895525211,-0.017017120677519038,-0.8256186087844504,0.0
0.520694259012016,-0.6355620206219116,-0.008263775762888836,-0.771974349153046,0.03125
0.5607476635514019,-0.656469035408484,-0.03169558921633031,-0.7536402675211508,0.00390625
0.6008010680907877,-0.6948158535404163,-0.002275163445798256,-0.7191176112545857,0.015625
0.6408544726301736,-0.7466794242621819,-0.023488471725769178,-0.6646703515169354,0.015625
0.6809078771695595,-0.755762826073717,-0.016034873208090827,-0.6545152954055062,0.05078125
0.7209612817089452,-0.810515488952225,-0.006484099582319547,-0.5854865703112331,0.046875
0.7610146862483311,-0.8280690085502859,-0.02525943705001457,-0.5597902142980506,0.03515625
0.801068090787717,-0.8539151364652061,-0.003587629465443276,-0.5200395583994137,0.0703125
0.8411214953271028,-0.891800178379709,-0.016842369702745608,-0.45159132406582037,0.078125
0.8811748998664887,-0.8974485942753954,-0.013507810017420796,-0.4402446751817284,0.11328125
0.9212283044058746,-0.9320989231413568,-0.005403944903711877,-0.36116771636861,0.078125
0.9612817089452603,-0.9438244916287468,-0.01717436737573725,-0.32866061067114233,0.1015625
1.0013351134846462,-0.9572391876501012,-0.004746056865677889,-0.28742945907296696,0.1328125
1.041388518024032,-0.9772136989965187,-0.01025272287607859,-0.2090010739342707,0.1640625
1.081441922563418,-0.9795739053763319,-0.009451858490242881,-0.19708946135358418,0.15625
1.1214953271028039,-0.9925919858814221,-0.00509783917271428,-0.11390160693123619,0.1171875
1.1615487316421895,-0.9960411114938724,-0.008111536456521035,-0.07595356369917583,0.234375
1.2016021361815754,-0.9981206788803094,-0.005478576654259659,-0.03655048380514797,0.20703125
1.2416555407209613,-0.997513042981758,-0.004322433346058752,0.04673425290781669,0.265625
1.2817089452603472,-0.9966758372503678,-0.0040785066046227225,0.05871785667724799,0.28125
1.321762349799733,-0.9883072736764953,-0.0055065733915218296,0.1400181281569437,0.328125
1.361815754339119,-0.9813501254760771,0.0011579061779080566,0.18120043163369998,0.37890625
1.4018691588785048,-0.9739670660851456,-0.0055661193165129075,0.2161508255242922,0.39453125
1.4419225634178905,-0.9516779808219265,0.0004755848349773384,0.298477790659011,0.4296875
1.4819759679572764,-0.947630043875981,0.0022214299830288775,0.3100756243605913,0.44140625
1.5220293724966623,-0.9197999327721338,-0.0064564734523569756,0.3839547517426705,0.4765625
1.5620827770360481,-0.9009371365434,0.009843239633133993,0.42541414108472486,0.53125
1.602136181575434,-0.8864363581754078,-0.004890721962813149,0.4541108350625836,0.49609375
1.64218958611482,-0.8431074477982492,0.003837082866262387,0.5294756273805752,0.59765625
1.6822429906542056,-0.8357467655325649,0.008904075786919374,0.5401594668588481,0.53125
1.7222963951935915,-0.7918032535116342,-0.007697718490402239,0.6020087274953094,0.6171875
